ticker,country_code,country_name,company,fiscal_year,cash_from_operations,total_assets,net_interest_coverage,current_ratio,total_debt_to_equity,besg_esg_score,market_cap,total_liabilities,tobins_q,roa,capex,net_ppe,esg_disclosure_score,cash_equivalents,security_key,period_group
135,HK,Hong Kong,KUNLUN ENERGY CO LTD,2024,1872735232.0,19644080128,,1.6044,27.3304,4.25,9363638.0,7473902080,1.0223,4.1546,-846710208.0,9151026176,58.87,3812231168.0,135 HK,GenAI Era (2023+)
135,HK,Hong Kong,KUNLUN ENERGY CO LTD,2025,1873503360.0,20620537856,,1.7339,23.2127,,8265123.5,7417550336,0.9307,3.7188,-818718144.0,9402927104,,4475540480.0,135 HK,GenAI Era (2023+)
1357,HK,Hong Kong,MEITU INC,2017,11934815.0,1045310528,,5.4321,0.0,3.11,5950533.0,178198160,5.8642,-2.9558,-7763904.0,14123596,44.73,214645216.0,1357 HK,Pre-COVID (≤2019)
1357,HK,Hong Kong,MEITU INC,2018,-283811136.0,739837440,,4.2349,0.2525,2.74,1174942.375,164140736,1.8336,-21.1015,-21772902.0,22252090,43.6,77286912.0,1357 HK,Pre-COVID (≤2019)
1357,HK,Hong Kong,MEITU INC,2019,14601570.0,662852928,,4.5688,1.3227,2.71,902927.75,126448288,1.5742,-8.1718,-1845919.0,18168280,43.6,124165064.0,1357 HK,Pre-COVID (≤2019)
1357,HK,Hong Kong,MEITU INC,2020,22271636.0,690519680,,3.5762,0.9469,3.13,801145.875,143909328,1.3719,-0.8982,-51004152.0,59852616,43.6,308182208.0,1357 HK,COVID (2020–2022)
1357,HK,Hong Kong,MEITU INC,2021,295843.0,746891008,,2.4145,1.3807,3.14,865178.0,193752768,1.4177,-0.962,-5373703.0,66797720,43.6,116224096.0,1357 HK,COVID (2020–2022)
1357,HK,Hong Kong,MEITU INC,2022,36903504.0,725415040,,2.2976,1.0285,3.14,780140.8125,187695184,1.3222,1.9308,-7495859.0,68000608,43.6,137216544.0,1357 HK,COVID (2020–2022)
1357,HK,Hong Kong,MEITU INC,2023,62611708.0,812142464,,2.1898,2.1946,2.99,2063816.375,232846000,2.8287,7.0239,-7310228.0,75993072,44.73,90214192.0,1357 HK,GenAI Era (2023+)
1357,HK,Hong Kong,MEITU INC,2024,111041544.0,965377536,,2.4875,3.0744,3.61,1741799.375,275928832,2.0909,12.5673,-6393384.0,71507656,48.51,178290272.0,1357 HK,GenAI Era (2023+)
1357,HK,Hong Kong,MEITU INC,2025,188771472.0,1328987648,,1.8689,25.8594,,4124315.0,522315616,3.4932,7.1368,-6531233.0,73415464,,502855008.0,1357 HK,GenAI Era (2023+)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2017,14871192.0,154341744,26.7208,4.2583,5.7696,2.56,3485946.5,41563816,22.8567,8.7921,-57538320.0,3508442,42.93,115352072.0,136 HK,Pre-COVID (≤2019)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2018,31731942.0,182832800,,4.1241,5.0945,2.72,2267252.75,49710424,12.6731,9.4396,-534478.0,1964199,41.8,156691472.0,136 HK,Pre-COVID (≤2019)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2019,14165464.0,220841120,,3.8234,6.4558,2.47,1063253.625,56905248,5.0722,6.4438,-2513977.0,4856966,41.8,188600544.0,136 HK,Pre-COVID (≤2019)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2020,-34060608.0,195066944,,15.772,1.4147,2.02,2761628.5,13799638,14.2281,0.8553,-2889718.0,4027761,41.8,157968496.0,136 HK,COVID (2020–2022)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2021,-227534624.0,1670818944,,2.3147,27.8204,2.97,3493710.75,786720768,2.5625,19.765,-33696316.0,12181369,41.35,179270784.0,136 HK,COVID (2020–2022)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2022,-47509560.0,1916181376,27.3319,2.5475,22.6459,3.24,2500617.0,760087296,1.702,6.6238,-247597.0,10537645,42.48,172458176.0,136 HK,COVID (2020–2022)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2023,78070704.0,2349061888,197.0711,1.9567,16.4374,3.38,2566205.25,794960576,1.4308,4.6137,-8423440.0,18805132,42.48,80254320.0,136 HK,GenAI Era (2023+)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2024,71954672.0,2968834816,,2.5269,10.816,3.79,4291024.0,731307520,1.7691,-0.9936,-2396234.0,21342850,46.26,478620448.0,136 HK,GenAI Era (2023+)
136,HK,Hong Kong,CHINA RUYI HOLDINGS LTD,2025,86418608.0,4329645056,,4.3389,11.0125,,4726852.5,917800320,1.303,6.9193,-1755887.0,19575768,,899409920.0,136 HK,GenAI Era (2023+)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2017,105856016.0,1712284928,6.8976,3.5522,44.2133,,714581.5625,816057152,0.9051,4.2227,-6465846.0,190120960,,273739232.0,1361 HK,Pre-COVID (≤2019)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2018,29304678.0,1739477248,5.9766,3.1751,47.9536,,430299.4375,882547776,0.7653,2.6284,-4959809.0,166681536,,192465792.0,1361 HK,Pre-COVID (≤2019)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2019,73873976.0,1707090560,6.8989,3.7949,38.0399,,376931.5,750802752,0.6889,3.6257,-1887908.0,153531744,,458342176.0,1361 HK,Pre-COVID (≤2019)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2020,-5635517.0,1780481920,10.6261,2.5834,25.6281,,287992.8438,621333952,0.5931,3.5312,-1075484.0,152078688,,519166400.0,1361 HK,COVID (2020–2022)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2021,62391520.0,1768063104,,3.7793,2.4413,2.43,1060648.625,422011136,0.9666,5.2643,-1392694.0,145971424,41.46,517115840.0,1361 HK,COVID (2020–2022)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2022,67731144.0,1802669696,,3.8836,3.1096,3.0,882514.6875,437511680,0.8508,6.3117,-4603513.0,126784416,50.53,556098944.0,1361 HK,COVID (2020–2022)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2023,-62805456.0,1839865088,,3.762,3.0372,2.97,918605.0625,470635936,0.8041,7.5403,-9034767.0,122078800,50.53,504713856.0,1361 HK,GenAI Era (2023+)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2024,14036277.0,1837623936,,3.5858,2.6911,3.47,1128644.5,491057344,0.9152,8.6757,-37316364.0,145234400,55.57,581627392.0,1361 HK,GenAI Era (2023+)
1361,HK,Hong Kong,361 DEGREES INTERNATIONAL,2025,113469160.0,2061973888,,3.3437,2.9333,,1609752.5,552446400,1.0814,9.408,-39699760.0,163159488,,584428928.0,1361 HK,GenAI Era (2023+)
1364,HK,Hong Kong,GUMING HOLDINGS LTD,2021,41472268.0,321502176,72.5704,0.444,,,,511211424,,,-25356432.0,50203268,,23883828.0,1364 HK,COVID (2020–2022)
1364,HK,Hong Kong,GUMING HOLDINGS LTD,2022,150366560.0,439462496,13080.7236,0.5905,,,,557833472,,14.4475,-29600218.0,65167568,,166295328.0,1364 HK,COVID (2020–2022)
1364,HK,Hong Kong,GUMING HOLDINGS LTD,2023,222177200.0,725641984,,0.919,31.5497,,,638965696,,26.3819,-56323608.0,108215376,,324449248.0,1364 HK,GenAI Era (2023+)
1364,HK,Hong Kong,GUMING HOLDINGS LTD,2024,183421376.0,941808256,,1.0915,8.3045,2.56,,652466944,,24.5853,-62377512.0,152743232,34.07,259439680.0,1364 HK,GenAI Era (2023+)
1364,HK,Hong Kong,GUMING HOLDINGS LTD,2025,329105632.0,2382328320,,1.3853,111.5914,,7570940.5,1546418816,3.8282,26.4325,-34564188.0,167745776,,618190464.0,1364 HK,GenAI Era (2023+)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2017,92274560.0,1373001344,10.8953,3.1669,34.7187,,867368.0,554059648,1.0478,4.7714,-25669460.0,136253088,,588973184.0,1368 HK,Pre-COVID (≤2019)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2018,23360864.0,1337296640,15.0507,2.4589,36.4596,,1217329.125,562277952,1.3313,7.2414,-10953398.0,127179760,,464608416.0,1368 HK,Pre-COVID (≤2019)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2019,113178344.0,1769621632,11.0597,2.524,36.364,,1335377.375,770075712,1.1954,6.7622,-14041814.0,146189216,,426444544.0,1368 HK,Pre-COVID (≤2019)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2020,46441364.0,1926046208,7.6387,2.7074,32.383,,1264766.625,807844736,1.0855,4.1217,-29978326.0,187754784,,531920416.0,1368 HK,COVID (2020–2022)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2021,108746592.0,2299443968,19.8365,2.574,24.8111,1.31,4385270.0,1043573440,2.3646,6.6821,-102566296.0,281116096,26.51,618270976.0,1368 HK,COVID (2020–2022)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2022,85035248.0,2390849792,16.7965,1.8568,31.9496,1.83,2936933.0,1186735744,1.7286,5.9256,-54277204.0,297601824,35.58,567434688.0,1368 HK,COVID (2020–2022)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2023,177217456.0,2439794688,11.2687,2.0441,42.6106,1.86,1491412.5,1183206272,1.0991,6.0913,-69118128.0,339336736,35.58,463953568.0,1368 HK,GenAI Era (2023+)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2024,170575296.0,2187596544,19.4938,2.1258,34.7864,2.4,1948554.5,995365888,1.344,7.4393,-54700036.0,331365056,40.62,408142304.0,1368 HK,GenAI Era (2023+)
1368,HK,Hong Kong,XTEP INTERNATIONAL HOLDINGS,2025,132566784.0,2417890048,20.7689,2.3727,26.0738,,1914238.875,958113792,1.188,8.3462,-36762980.0,367959104,,559601408.0,1368 HK,GenAI Era (2023+)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2017,4306139136.0,24387936256,2.9853,1.1914,131.318,2.15,9025066.0,16129131520,1.0454,3.4063,-1331063808.0,13501452288,38.81,3373128960.0,1378 HK,Pre-COVID (≤2019)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2018,927765312.0,25692649472,3.0821,1.555,132.3869,2.46,4929075.5,16588993536,0.8525,3.2243,-828355008.0,11816012800,44.44,6597428736.0,1378 HK,Pre-COVID (≤2019)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2019,1465452416.0,25792636928,2.725,1.4267,119.6218,2.95,5171648.5,16312213504,0.8488,3.4212,-485644416.0,10938878976,48.01,6011017216.0,1378 HK,Pre-COVID (≤2019)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2020,1988146176.0,27811465216,4.1985,1.3283,100.27,3.07,8129835.0,16045062144,0.9001,5.8127,-882142784.0,10785162240,51.51,6965522944.0,1378 HK,COVID (2020–2022)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2021,3907099136.0,29644109824,7.7104,1.6416,64.4756,3.23,9627282.0,15100783616,0.8932,8.6894,-1031083968.0,10880934912,51.51,7744887808.0,1378 HK,COVID (2020–2022)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2022,701929984.0,26924562432,4.8888,1.2269,62.8852,3.39,8951218.0,12964371456,0.8775,4.6514,-1527698176.0,10978021376,51.51,3969579520.0,1378 HK,COVID (2020–2022)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2023,2822518272.0,28209328128,5.9209,1.1805,56.9235,3.58,7752117.5,13246160896,0.8143,5.9372,-1024557248.0,11248193536,51.51,4467008512.0,1378 HK,GenAI Era (2023+)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2024,4358782464.0,31395051520,10.893,1.4266,59.0583,4.02,14345602.0,15145290752,0.9865,10.4182,-1780860032.0,11653183488,54.06,6133413888.0,1378 HK,GenAI Era (2023+)
1378,HK,Hong Kong,CHINA HONGQIAO GROUP LTD,2025,5098342400.0,35108814848,12.139,2.1181,52.2329,,41590112.0,14832885760,1.6452,9.5401,-1548695552.0,12726734848,,7323886592.0,1378 HK,GenAI Era (2023+)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2017,14741372.0,339837472,,4.1665,0.0,,582335.1875,67127456,1.9809,10.6321,-24952016.0,51071816,,99794272.0,1385 HK,Pre-COVID (≤2019)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2018,3702405.0,370186592,,4.8996,0.0,,589273.75,63602280,1.9136,4.4161,-25548820.0,50184560,,101100576.0,1385 HK,Pre-COVID (≤2019)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2019,-8691211.0,353150400,,4.0505,2.2465,,640184.375,74678920,2.087,-6.4975,-24575948.0,61522448,,66836544.0,1385 HK,Pre-COVID (≤2019)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2020,31856700.0,410375520,,3.9037,2.3996,,1253985.625,86798584,3.3351,5.1722,-33122444.0,68104928,,67517416.0,1385 HK,COVID (2020–2022)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2021,93470656.0,655278272,,4.2651,3.0202,3.91,5125128.0,125566248,8.0673,15.0349,-87527448.0,105490528,51.34,98111928.0,1385 HK,COVID (2020–2022)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2022,48411308.0,885815680,,4.7873,1.986,3.94,6461965.0,138827968,7.5534,20.9586,-116366976.0,134825920,50.92,172618848.0,1385 HK,COVID (2020–2022)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2023,-103309704.0,1184497152,50.4817,3.1593,25.4621,4.06,3422177.25,344962688,3.2587,9.9089,-120166056.0,229534496,50.92,141249008.0,1385 HK,GenAI Era (2023+)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2024,96583688.0,1238610432,,2.9136,25.8021,4.21,3378230.0,342081792,3.0755,6.5618,-87914600.0,225208736,52.92,148984096.0,1385 HK,GenAI Era (2023+)
1385,HK,Hong Kong,SHANGHAI FUDAN MICROELECT-H,2025,104527600.0,1317070208,11.5948,4.0205,22.5125,,7319133.5,350682208,3.9648,2.5467,-36946760.0,227681856,,185806720.0,1385 HK,GenAI Era (2023+)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2017,322355040.0,10511629312,25.3969,1.9296,8.4725,2.94,5548495.5,1167261824,0.676,4.485,-190692512.0,9372527616,42.78,260358672.0,14 HK,Pre-COVID (≤2019)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2018,353681504.0,11113480192,42.3518,1.7695,8.143,3.12,4977170.5,1200939648,0.5927,7.1328,-161402272.0,9983019008,48.07,359669056.0,14 HK,Pre-COVID (≤2019)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2019,402036544.0,12458660864,31.6103,3.9355,15.4733,3.52,4095849.75,2063241472,0.5284,5.2638,-122014904.0,10256765952,49.08,1198069120.0,14 HK,Pre-COVID (≤2019)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2020,252058704.0,14155177984,,16.3673,21.6926,3.86,3814887.25,2876820224,0.5982,-2.1847,-117713352.0,9779460096,52.32,3215884032.0,14 HK,COVID (2020–2022)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2021,281879360.0,15052645376,5.7268,4.905,21.2289,3.59,3196617.25,3781724928,0.583,1.622,-2873342464.0,12257646592,52.32,1077781376.0,14 HK,COVID (2020–2022)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2022,252727728.0,15274234880,,1.7026,32.7019,3.58,3330467.5,4582847488,0.6289,-0.5978,-393458400.0,12485740544,52.03,996064960.0,14 HK,COVID (2020–2022)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2023,208971152.0,14662893568,,2.3531,32.0789,4.24,2038080.0,4459964416,0.5524,-0.368,-213186336.0,12367679488,55.58,493432000.0,14 HK,GenAI Era (2023+)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2024,227099200.0,14687617024,1.9274,0.5979,34.243,4.25,1565428.25,4719543808,0.5281,0.3963,-242222064.0,12536014848,55.58,284640256.0,14 HK,GenAI Era (2023+)
14,HK,Hong Kong,HYSAN DEVELOPMENT CO,2025,207165312.0,14828299264,2.7355,1.5005,37.4262,,2493667.0,5037063680,0.6011,0.732,-337750016.0,12469584896,,492169728.0,14 HK,GenAI Era (2023+)
