ticker,country_code,country_name,company,fiscal_year,cash_from_operations,total_assets,net_interest_coverage,current_ratio,total_debt_to_equity,besg_esg_score,market_cap,total_liabilities,tobins_q,roa,capex,net_ppe,esg_disclosure_score,cash_equivalents,security_key,period_group
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2022,329778816.0,4841887232,318.5068,3.0453,20.2278,3.86,7431239.5,1423470976,1.8995,8.6405,-159578496.0,994315072,55.59,1009550656.0,1066 HK,COVID (2020–2022)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2023,377174912.0,4741484544,62.6894,2.4577,19.9291,4.51,4406185.0,1362801536,1.2725,5.9694,-91448736.0,986696768,65.51,984161984.0,1066 HK,GenAI Era (2023+)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2024,365501024.0,4762014720,128.4392,3.1975,20.2025,4.51,2678106.5,1290281856,0.8851,6.0402,-82506464.0,970506752,65.51,1011757248.0,1066 HK,GenAI Era (2023+)
1066,HK,Hong Kong,SHANDONG WEIGAO GP MEDICAL-H,2025,336961952.0,5157761024,29.3958,3.7758,22.9006,,2896513.25,1463490176,0.9027,4.5538,-101678616.0,1067734336,,1166944768.0,1066 HK,GenAI Era (2023+)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2017,186053088.0,5269140480,2.6478,1.0754,116.9582,,1696054.0,3073755392,0.9166,2.5155,-236505264.0,142674800,,417915776.0,107 HK,Pre-COVID (≤2019)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2018,178270976.0,5238795776,2.6785,1.4738,117.957,,1369458.5,3074894080,0.7775,2.4165,-13627032.0,149009520,,519285312.0,107 HK,Pre-COVID (≤2019)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2019,-2753314.0,5437081600,3.1845,1.2048,104.3207,,1588033.125,3117242368,0.8885,2.9396,-49172340.0,197442624,,415400800.0,107 HK,Pre-COVID (≤2019)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2020,-172503776.0,6190155264,2.4465,1.0409,112.2575,,1261515.75,3657111808,0.8193,1.7244,-16028812.0,204844800,,477128480.0,107 HK,COVID (2020–2022)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2021,-397260672.0,6395037184,3.9274,2.1236,108.3143,5.76,2069438.75,3492556032,0.8964,4.6164,-9976634.0,169431568,69.3,603310848.0,107 HK,COVID (2020–2022)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2022,-378292608.0,8146455552,1.6442,1.11,147.8597,6.0,1400178.375,5013821952,0.8036,1.2946,-24071004.0,167832016,69.3,375128864.0,107 HK,COVID (2020–2022)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2023,267419040.0,8119673856,2.7421,0.656,224.2473,6.19,1616711.875,5771722240,0.9273,2.085,-669888896.0,175835632,74.26,279224672.0,107 HK,GenAI Era (2023+)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2024,-44122964.0,8361239552,2.2894,0.7604,197.0992,6.19,1956471.875,5690386432,0.9324,2.4424,-43885176.0,186010768,74.96,405003712.0,107 HK,GenAI Era (2023+)
107,HK,Hong Kong,SICHUAN EXPRESSWAY GROUP CO,2025,314066912.0,9676820480,4.2128,1.2506,165.6158,,2482989.0,6233945088,0.8938,2.3521,-339528192.0,190633488,,652771264.0,107 HK,GenAI Era (2023+)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2017,100525360.0,3336193792,6.4318,1.2389,38.0275,,1162912.375,2351014400,0.9688,3.5134,-20239200.0,230636176,,756529472.0,1070 HK,Pre-COVID (≤2019)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2018,274384384.0,3613660160,,1.313,11.2853,,894573.9375,2352720128,0.8986,3.8289,-16462649.0,191669776,,860802304.0,1070 HK,Pre-COVID (≤2019)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2019,303406912.0,4278048000,,1.3068,15.7356,,1110382.0,2745571328,0.9121,7.3977,-58613864.0,233275440,,1052064768.0,1070 HK,Pre-COVID (≤2019)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2020,365606976.0,6749842944,,1.2247,34.6153,,1837107.0,4591534592,0.9634,8.4041,-85969808.0,464495520,,1339345792.0,1070 HK,COVID (2020–2022)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2021,155923536.0,7635054592,,1.1981,39.954,2.23,1288065.375,5278829568,0.8671,2.1167,-105106392.0,531008000,30.33,1476007168.0,1070 HK,COVID (2020–2022)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2022,257847808.0,7063709184,,1.1923,34.7893,2.18,1002898.375,4899937280,0.8432,0.7798,-60021112.0,478214240,29.95,1203704448.0,1070 HK,COVID (2020–2022)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2023,306081184.0,8293402624,11.4194,1.1752,35.9352,1.97,818669.5625,6077684736,0.8408,1.2406,-26905930.0,413584096,29.95,1374654592.0,1070 HK,GenAI Era (2023+)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2024,370286912.0,9831404544,,1.1296,28.1022,2.57,2060833.75,7555773952,0.9843,2.493,-68038640.0,420541344,29.95,1129251968.0,1070 HK,GenAI Era (2023+)
1070,HK,Hong Kong,TCL ELECTRONICS HOLDINGS LTD,2025,631652160.0,11785091072,5.7413,1.1109,32.8564,,3361722.0,9229203456,1.076,2.9686,-65400232.0,475540544,,1737192704.0,1070 HK,GenAI Era (2023+)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2017,240917136.0,4195283200,7.8646,0.4195,51.337,1.69,2225640.5,1993906304,1.0471,4.4913,-239105040.0,2006166912,38.35,205483664.0,1083 HK,Pre-COVID (≤2019)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2018,200406624.0,4342918656,6.3035,0.4979,53.626,1.93,2084505.25,2074166912,1.0029,3.6661,-308101760.0,2113397248,42.11,205751520.0,1083 HK,Pre-COVID (≤2019)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2019,275290368.0,4903569920,5.4704,0.492,50.8686,1.91,1990154.25,2297395968,0.9186,3.624,-296870688.0,2313331712,42.11,248733760.0,1083 HK,Pre-COVID (≤2019)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2020,349519552.0,5531934720,6.0784,0.4334,51.0411,1.95,1340169.5,2610929152,0.7591,3.5692,-305292096.0,2695405824,42.11,287082816.0,1083 HK,COVID (2020–2022)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2021,341626720.0,6955652608,4.1599,0.4448,77.6117,2.1,2747559.0,3727341568,0.9729,2.5805,-358077344.0,3046090752,42.11,522104128.0,1083 HK,COVID (2020–2022)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2022,229932944.0,6786210304,2.8282,0.4569,83.0648,2.18,1637306.375,3727505920,0.8351,1.8004,-430499808.0,3120534528,41.4,512795424.0,1083 HK,COVID (2020–2022)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2023,234014224.0,6845146624,3.7335,0.558,73.5646,3.99,1395811.75,3614858496,0.7766,2.9596,-603060480.0,3785587712,50.13,522405696.0,1083 HK,GenAI Era (2023+)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2024,388494208.0,6828629504,3.9678,0.6147,67.8161,5.82,1433897.625,3512587520,0.7679,3.016,-492355712.0,3772516608,63.22,347578432.0,1083 HK,GenAI Era (2023+)
1083,HK,Hong Kong,TOWNGAS SMART ENERGY CO LTD,2025,312505600.0,7092447744,4.1087,0.5036,61.5349,,1820774.125,3474738688,0.7774,2.9291,-304162944.0,3889480192,,316152064.0,1083 HK,GenAI Era (2023+)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2017,13300130816.0,87160004608,14.0117,1.1444,25.9402,4.26,67533032.0,29584429056,1.2432,7.8746,-3002629376.0,58721316864,51.01,11333240832.0,1088 HK,Pre-COVID (≤2019)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2018,12764061696.0,86010904576,15.1231,1.8909,14.631,4.24,50496240.0,26573963264,0.946,7.618,-2932797696.0,45258412032,56.62,8993676288.0,1088 HK,Pre-COVID (≤2019)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2019,8868635648.0,80863223808,22.6806,1.6809,11.9883,4.48,50323756.0,20516558848,0.99,7.2238,-2625464832.0,43033862144,55.94,6006692352.0,1088 HK,Pre-COVID (≤2019)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2020,11861657600.0,85556903936,30.0436,2.4784,15.1236,4.43,51901884.0,20424837120,0.9617,6.9851,-2999254272.0,44731584512,59.21,19007537152.0,1088 HK,COVID (2020–2022)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2021,14747487232.0,95471591424,69.8544,2.2705,14.6829,4.58,66346592.0,25389154304,1.0742,8.5961,-3665164288.0,49082142720,57.63,24654426112.0,1088 HK,COVID (2020–2022)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2022,16417071104.0,90644480000,,2.1447,12.3028,3.96,75787608.0,23558983680,1.2012,11.8335,-3995005696.0,46993158144,41.47,19055751168.0,1088 HK,COVID (2020–2022)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2023,12903541760.0,89197879296,,2.1723,9.1448,4.49,84371072.0,21371176960,1.2963,10.2683,-5236882944.0,47781642240,59.24,15233200128.0,1088 HK,GenAI Era (2023+)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2024,12817464320.0,92012904448,,1.9706,11.2233,5.14,112841056.0,23478231040,1.5972,9.1252,-5237491712.0,48914292736,63.35,9098419200.0,1088 HK,GenAI Era (2023+)
1088,HK,Hong Kong,CHINA SHENHUA ENERGY CO-H,2025,11117418496.0,129319944192,174.4685,1.2202,17.7204,,112396792.0,42953027584,1.1993,6.709,-6736539136.0,76022087680,,7223676928.0,1088 HK,GenAI Era (2023+)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2017,424571968.0,2757533696,2329.6716,2.3672,6.4066,1.86,12610221.0,785336448,4.8619,15.2634,-151982816.0,926180864,38.98,838910720.0,1093 HK,Pre-COVID (≤2019)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2018,582815168.0,3375276032,180.6178,1.9047,11.1082,2.46,8997552.0,1117574656,3.0174,14.9701,-260363280.0,1049519936,43.43,963579136.0,1093 HK,Pre-COVID (≤2019)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2019,560896640.0,3779521792,,2.1962,2.5805,2.46,14875875.0,976556992,4.2344,14.9958,-282673664.0,1333023872,45.17,855386048.0,1093 HK,Pre-COVID (≤2019)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2020,991125568.0,4606907392,,2.5265,1.371,2.46,12246024.0,1067706368,2.9154,18.3004,-217304704.0,1368786048,45.17,1347387136.0,1093 HK,COVID (2020–2022)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2021,747339200.0,5465863680,,2.8143,0.3505,2.86,12980613.0,1245000064,2.6267,17.2968,-295176736.0,1509983488,48.39,1687678720.0,1093 HK,COVID (2020–2022)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2022,1170261120.0,6054818816,,2.6744,1.8411,3.29,12542446.0,1468109312,2.3483,15.9228,-348169984.0,1600274816,49.75,2010968320.0,1093 HK,COVID (2020–2022)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2023,626818368.0,6517513728,,2.6265,2.0187,3.44,11064115.0,1586233088,1.98,13.3406,-304569728.0,1647936128,48.64,1843671040.0,1093 HK,GenAI Era (2023+)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2024,662139776.0,6081183744,,2.272,1.498,3.8,7161847.5,1441584384,1.3894,9.5467,-337123712.0,1720556032,51.32,1107516544.0,1093 HK,GenAI Era (2023+)
1093,HK,Hong Kong,CSPC PHARMACEUTICAL GROUP LT,2025,837445824.0,6681534464,,2.1862,1.8556,,12478869.0,1738106112,2.0823,8.524,-272847360.0,1940304128,,1268472320.0,1093 HK,GenAI Era (2023+)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2017,158165152.0,29307236352,5.304,1.3065,64.0261,2.91,11971866.0,20401465344,1.2076,3.2006,-314242624.0,1724606208,39.58,4955015168.0,1099 HK,Pre-COVID (≤2019)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2018,14030377.0,34276524032,3.9193,1.2785,80.609,2.89,12482762.0,24350558208,1.1575,2.7368,-490170400.0,1930074624,39.58,5858688000.0,1099 HK,Pre-COVID (≤2019)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2019,2033732736.0,38758129664,3.599,1.2891,71.6659,3.0,10853954.0,27709022208,1.1043,2.473,-322008448.0,2694440448,39.58,5628280320.0,1099 HK,Pre-COVID (≤2019)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2020,1055929664.0,47659048960,4.3643,1.312,76.1855,3.02,7590644.0,33902651392,0.9781,2.4736,-275280576.0,2832424192,39.12,7687516672.0,1099 HK,COVID (2020–2022)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2021,814599104.0,52770144256,4.1419,1.3266,68.6057,3.59,6787602.5,37091672064,0.9441,2.4002,-321568000.0,3145972736,48.03,6848449024.0,1099 HK,COVID (2020–2022)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2022,2502065408.0,52876689408,4.6787,1.3594,63.224,3.5,7935939.5,36921397248,0.9635,2.4352,-330791232.0,2926028800,42.75,8004758016.0,1099 HK,COVID (2020–2022)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2023,2058463360.0,53990150144,6.2701,1.3948,61.322,5.45,8170616.5,37046710272,0.9568,2.4202,-284105856.0,2872630272,53.73,8985598976.0,1099 HK,GenAI Era (2023+)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2024,1237829248.0,53794414592,5.4144,1.3824,90.6514,5.57,8557228.0,36408143872,0.9576,1.8135,-273357984.0,2598207232,56.43,7440797696.0,1099 HK,GenAI Era (2023+)
1099,HK,Hong Kong,SINOPHARM GROUP CO-H,2025,1701020672.0,55852859392,6.3919,1.4056,80.9341,,7793722.5,36657291264,0.9245,1.8275,-210022512.0,2660237312,,6981747712.0,1099 HK,GenAI Era (2023+)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2017,887794880.0,73839353856,11.0002,1.3931,73.1808,2.85,20405208.0,51671388160,1.0272,4.5651,-1009867584.0,16881321984,46.22,8264404992.0,1109 HK,Pre-COVID (≤2019)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2018,3435465728.0,95332311040,12.2204,1.3275,73.1645,3.25,26636358.0,69061361664,1.0684,4.3171,-2148267008.0,20479793152,49.34,10317573120.0,1109 HK,Pre-COVID (≤2019)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2019,3996342272.0,110562164736,10.4865,1.3244,58.4993,3.32,35521036.0,76700712960,1.1024,4.0786,-2392427776.0,25421486080,49.34,9285895168.0,1109 HK,Pre-COVID (≤2019)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2020,2616776448.0,133141528576,10.6272,1.2933,66.511,3.92,29429830.0,93883932672,0.9954,3.6647,-2459538432.0,31758133248,50.8,13704274944.0,1109 HK,COVID (2020–2022)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2021,394563968.0,149431926784,10.1112,1.3242,63.6057,3.62,29996130.0,103479853056,0.97,3.5628,-4587600384.0,37632626688,48.3,17109253120.0,1109 HK,COVID (2020–2022)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2022,-562137344.0,156746579968,7.679,1.3528,65.6173,3.72,32676352.0,107213758464,0.9896,2.7661,-3546744576.0,37641080832,49.82,13849849856.0,1109 HK,COVID (2020–2022)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2023,5717508608.0,167743078400,8.5181,1.3426,62.3012,3.89,25563504.0,113646714880,0.9362,2.7604,-3375236352.0,39981658112,49.82,15867049984.0,1109 HK,GenAI Era (2023+)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2024,4000359680.0,154738917376,7.1588,1.4103,67.1699,4.26,20701454.0,100357423104,0.8923,2.2005,-2203863808.0,40009814016,52.12,17998874624.0,1109 HK,GenAI Era (2023+)
1109,HK,Hong Kong,CHINA RESOURCES LAND LTD,2025,4300969472.0,154340409344,6.8555,1.6614,68.5868,,24918300.0,94344749056,0.8931,2.3021,-943318528.0,44966187008,,16518466560.0,1109 HK,GenAI Era (2023+)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2017,231918000.0,2171802880,4.2311,1.2102,149.14,3.73,4231319.0,1524302336,2.6505,6.5826,-10897050.0,86433368,43.95,321250400.0,1112 HK,Pre-COVID (≤2019)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2018,180076800.0,2159567872,4.9049,1.4157,123.0411,3.47,3654213.75,1454538112,2.3835,5.8177,-9560754.0,78159336,38.32,278024864.0,1112 HK,Pre-COVID (≤2019)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2019,163490608.0,2277820160,5.5458,1.6227,107.9533,4.18,2663174.75,1474504832,1.8484,6.5441,-15198247.0,97498064,45.45,318427072.0,1112 HK,Pre-COVID (≤2019)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2020,191547360.0,2637949696,6.9907,1.5159,99.5288,4.73,2385111.25,1687666688,1.544,6.8724,-11799127.0,92457256,49.88,280498976.0,1112 HK,COVID (2020–2022)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2021,254802560.0,3190910720,4.0231,0.8082,161.0461,4.72,999570.3125,2264999168,1.0231,2.7119,-8258946.0,92713296,54.06,377601056.0,1112 HK,COVID (2020–2022)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2022,150165664.0,3038736128,2.7817,1.1411,157.4351,4.65,1377804.375,2148431872,1.1607,2.9666,-6675444.0,76986928,54.83,333931520.0,1112 HK,COVID (2020–2022)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2023,52343412.0,2822335744,2.0671,0.6081,146.5008,5.07,1000088.625,1935834240,1.0402,2.8379,-8200035.0,71924040,56.52,192120064.0,1112 HK,GenAI Era (2023+)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2024,90394512.0,2581365760,1.2167,1.1938,161.0054,5.03,735509.625,1784948224,0.9764,-0.2763,-7869571.0,59900816,57.13,219733136.0,1112 HK,GenAI Era (2023+)
1112,HK,Hong Kong,HEALTH AND HAPPINESS H&H INT,2025,140735312.0,2776254976,1.6268,1.1475,151.0788,,1088113.25,1919082880,1.0832,1.0257,-6751432.0,74487128,,238800560.0,1112 HK,GenAI Era (2023+)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2017,6181594112.0,58028875776,716.0996,2.6834,23.2848,2.35,32325838.0,18452824064,0.9139,7.0868,-519592160.0,21931442176,46.34,6959410176.0,1113 HK,Pre-COVID (≤2019)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2018,1715202176.0,60767727616,,4.0576,20.3772,2.19,27020742.0,17225938944,0.7649,8.634,-4944140800.0,20573786112,46.34,7075534336.0,1113 HK,Pre-COVID (≤2019)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2019,5321304576.0,65225826304,,3.8288,24.0062,2.66,26672030.0,18849818624,0.7313,5.9215,-574210304.0,27904149504,48.08,7631207424.0,1113 HK,Pre-COVID (≤2019)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2020,2979449856.0,67155423232,,2.7214,23.1124,2.52,18958348.0,19795064832,0.6012,3.2723,-1125948160.0,28861575168,49.39,7507899392.0,1113 HK,COVID (2020–2022)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2021,3216075008.0,71396089856,,2.9819,26.5528,2.81,22966610.0,21857775616,0.6549,3.9875,-747604288.0,26773708800,49.39,8023982080.0,1113 HK,COVID (2020–2022)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2022,875160768.0,65988308992,,3.8174,13.6683,2.86,22204058.0,15524051968,0.5991,4.0999,-845405568.0,25052616704,54.88,7748695552.0,1113 HK,COVID (2020–2022)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2023,187001088.0,65153126400,,3.5225,15.1273,2.92,17811214.0,14012879872,0.5152,3.4436,-564068800.0,28198858752,55.61,5380124672.0,1113 HK,GenAI Era (2023+)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2024,1542787968.0,64598401024,,4.2562,14.3338,3.03,14372714.0,13077358592,0.4499,2.759,-709236480.0,28440465408,54.88,4577931776.0,1113 HK,GenAI Era (2023+)
1113,HK,Hong Kong,CK ASSET HOLDINGS LTD,2025,2540372736.0,65455362048,39.7972,4.456,13.7555,,17678964.0,12951990272,0.492,2.2018,-440498880.0,28849549312,,5327278080.0,1113 HK,GenAI Era (2023+)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2017,-79442720.0,5818022912,50.1697,0.8237,21.2376,1.39,13497450.0,1714528768,2.6193,12.703,-92432480.0,407832224,29.33,282403680.0,1114 HK,Pre-COVID (≤2019)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2018,47941444.0,6120499712,110.3641,0.9161,19.8403,1.42,3755512.0,1493789952,0.8754,14.5603,-69714192.0,382719040,29.33,424412576.0,1114 HK,Pre-COVID (≤2019)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2019,1408500608.0,7090578944,,1.2846,33.0724,1.86,5233628.0,2153337856,1.0529,14.5773,-115040480.0,386229440,32.77,615629888.0,1114 HK,Pre-COVID (≤2019)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2020,95949880.0,7349968384,,0.806,21.423,2.08,4593884.5,2239487488,0.9312,0.023,-89676296.0,337504448,35.97,391183808.0,1114 HK,COVID (2020–2022)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2021,228516432.0,7858748928,158.9374,0.5755,7.2501,1.82,4723368.5,1380824064,0.7536,24.4278,-34073716.0,126535608,30.36,170191152.0,1114 HK,COVID (2020–2022)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2022,1775698560.0,8034471424,,10.8306,1.0768,2.01,2826028.5,465279488,0.4236,13.5644,-5099153.0,75408632,30.36,4130660608.0,1114 HK,COVID (2020–2022)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2023,1471640064.0,7766943744,,11.1061,2.2546,2.99,2809889.25,459568096,0.435,13.9897,-3642546.0,66965864,39.91,4351841280.0,1114 HK,GenAI Era (2023+)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2024,1033572160.0,3987411968,,7.3106,2.7024,3.72,2481163.0,275068352,0.7269,7.3607,-19797824.0,187554320,39.91,1449715072.0,1114 HK,GenAI Era (2023+)
1114,HK,Hong Kong,BRILLIANCE CHINA AUTOMOTIVE,2025,520531040.0,3373848064,,5.2542,1.4759,,2625077.5,234682000,0.8864,7.5378,-31484738.0,192153072,,643863616.0,1114 HK,GenAI Era (2023+)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2017,25052280.0,2569287168,,0.4594,104.751,2.56,1185108.625,1479882624,1.0444,-5.6485,-238077184.0,741472320,41.37,102435800.0,1117 HK,Pre-COVID (≤2019)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2018,159165056.0,2318169600,,0.4018,109.0619,2.6,610619.875,1365326208,0.8592,-3.0376,-239849584.0,587032768,41.37,102208184.0,1117 HK,Pre-COVID (≤2019)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2019,246630384.0,2258119936,2.0464,0.4394,94.6104,2.66,946025.3125,1223036416,0.9686,2.1552,-225741776.0,542153088,39.99,128305280.0,1117 HK,Pre-COVID (≤2019)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2020,247166384.0,2385128448,3.977,0.6212,72.9273,2.68,1549316.125,1153598336,1.1423,4.9214,-215337696.0,554842496,39.99,172158048.0,1117 HK,COVID (2020–2022)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2021,266696288.0,3724596736,6.0836,0.8807,81.5337,2.98,1329851.5,1975924864,0.8981,5.1925,-310409088.0,949974656,45.43,296997216.0,1117 HK,COVID (2020–2022)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2022,184650752.0,4177855488,2.6704,0.9361,115.418,3.22,1004461.25,2490078208,0.8496,2.143,-574175936.0,1008879488,44.45,308124544.0,1117 HK,COVID (2020–2022)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2023,717034816.0,4420977152,1.4767,0.8116,114.1352,3.17,749953.875,2753264128,0.8129,0.5818,-151919456.0,1191837952,43.75,276520448.0,1117 HK,GenAI Era (2023+)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2024,270880736.0,4649772544,,0.9361,151.9118,3.27,937524.5,3125976576,0.9208,-4.3369,-162852960.0,1384941824,45.05,419104736.0,1117 HK,GenAI Era (2023+)
1117,HK,Hong Kong,CHINA MODERN DAIRY HOLDINGS,2025,291174016.0,5233636352,,0.9612,219.7746,,1647422.625,3828824576,1.088,-3.2009,-130116200.0,1408408832,,937770816.0,1117 HK,GenAI Era (2023+)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2017,36249412.0,289876992,,2.4816,0.9216,,281583.0625,72918856,1.218,20.615,-36237608.0,107374144,,50332040.0,1126 HK,Pre-COVID (≤2019)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2018,52214336.0,349469504,,2.0247,5.9175,,374202.0625,97251344,1.3406,13.2953,-56355932.0,149271856,,55183472.0,1126 HK,Pre-COVID (≤2019)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2019,65778668.0,418683424,,2.2293,6.4818,,318915.25,115122352,1.0298,15.9201,-20863016.0,161120528,,85850920.0,1126 HK,Pre-COVID (≤2019)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2020,43424880.0,457421376,,2.2339,11.7021,,245301.0312,127212040,0.8144,8.0135,-25843044.0,175357952,,85816968.0,1126 HK,COVID (2020–2022)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2021,25414300.0,538559040,,1.832,11.1581,4.53,243055.0781,195600384,0.8145,4.9976,-21551356.0,178418080,61.88,77095736.0,1126 HK,COVID (2020–2022)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2022,77672592.0,562014336,,2.5737,8.0137,2.22,241189.0625,151143984,0.6981,16.0086,-24089716.0,180254304,32.95,97625008.0,1126 HK,COVID (2020–2022)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2023,148374112.0,590549504,,3.5942,3.4117,2.26,337973.1875,119555728,0.7748,18.4468,-9442533.0,167558448,32.95,178143168.0,1126 HK,GenAI Era (2023+)
1126,HK,Hong Kong,DREAM INTERNATIONAL LTD,2024,95452544.0,638456832,,3.6912,3.6099,2.26,433949.25,128535216,0.881,15.4305,-25813440.0,168149008,32.95,206937056.0,1126 HK,GenAI Era (2023+)
